1,1,1,4
2,1,3,3
3,1,4,4
4,1,5,5
5,1,7,4
6,2,7,2
7,2,4,3
8,2,5,4
9,3,1,3
10,3,2,3
11,3,3,3
12,3,4,3
13,3,5,4
14,4,1,5
15,4,2,5
16,5,1,5
17,5,7,5
18,5,4,4
19,6,6,4
20,6,1,5
21,6,5,5
